"","Ticker","Company","Market_capital","Market_share","Sector","Analyst_advice","News_Sentiment","News_Score","Media_Buzz","Media_Score","HedgeFund_Sentiment","HedgeFund_Score","Investor_Sentiment","Investor_Score"
"2728","BCNAY","Barco",2448080900,"Medium","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2729","BSM","Black Stone Minerals",2444745200,"Medium","Materials","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.54
"2730","FLR","Fluor",2444634600,"Medium","Materials","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.9328,"Hold",0.52
"2731","BDC","Belden",2442912900,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,"Positive",0.6364,"Hold",0.5
"2732","MNRO","Monro Muffler",2442164800,"Medium","Services","Hold","Hold",0.5,"StrongSell",0,"Negative",0.0915,"Hold",0.52
"2733","SCEXF","Saracen Mineral Holdings",2441378400,"Medium","Materials",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2734","DAN","Dana Holding",2439562600,"Medium","Consumer Goods","Strong Buy","Hold",0.5,"StrongSell",0.1176,"Negative",0.1613,"Hold",0.52
"2735","DORM","Dorman Products",2436135300,"Medium","Consumer Goods","Hold","Hold",0.5,NA,NA,"Negative",0.2369,"Hold",0.54
"2736","YELP","Yelp",2434595000,"Medium","Technology","Hold","Hold",0.5,NA,NA,"Negative",0.1539,"Hold",0.5
"2737","CPBLF","ALS",2431260700,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2738","IMMZF","IMMOFINANZ AG",2429605500,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2739","CXP","Columbia Property",2426823200,"Medium","Financial","Moderate Buy","Hold",0.5,"Hold",0.5,"Neutral",0.4471,"Hold",0.5
"2740","SINA","Sina",2426700700,"Medium","Technology","Moderate Buy","Hold",0.5,"ModerateSell",0.2,"Negative",0.3674,"ModerateBuy",0.62
"2741","BYLOF","Big Yellow Group",2425347700,"Medium","Financial","Moderate Sell","Hold",0.5,NA,NA,NA,NA,"Hold",0.5
"2742","POL","Polyone",2425130000,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.6569,"Hold",0.48
"2743","QULRY","Qualicorp Consultoria e Corretora de Seguros SA",2422621500,"Medium","Healthcare",NA,"Hold",0.5,NA,NA,NA,NA,"Hold",0.5
"2744","FFBC","First Financial Bancorp",2416977500,"Medium","Financial","Hold","Hold",0.5,"Hold",0.5,"Positive",0.6125,"Hold",0.55
"2745","ROG","Rogers",2414731400,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.8058,"Hold",0.52
"2746","MRGIF","Mori Sogo Reit",2414148000,"Medium","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2747","PREKF","PrairieSky Royalty",2413888300,"Medium","Materials","Hold","Hold",0.5,NA,NA,NA,NA,"Hold",0.5
"2748","DCPH","Deciphera Pharmaceuticals",2413866000,"Medium","Utilities","Strong Buy","StrongBuy",1,"Hold",0.5,"Positive",0.9544,"Hold",0.44
"2749","NGHC","National General Holdings",2412753100,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.9175,"Hold",0.48
"2750","RTLR","Rattler Midstream",2410603600,"Medium","Utilities","Strong Buy","Hold",0.5,NA,NA,"Negative",0.3181,"Hold",0.44
"2751","IOSP","Innospec",2410406400,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.8323,"Hold",0.52
"2752","ADPPF","ADO Properties SA",2408605700,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,NA,NA,NA,NA
"2753","SWPIF","Sawai Pharmaceutical Co",2401924400,"Medium","Healthcare",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2754","SFIX","Stitch Fix",2398463300,"Medium","Services","Moderate Buy","Hold",0.5,"StrongSell",0.14285,"Negative",0.1264,"StrongSell",0.14
"2755","KOS","Kosmos Energy",2397050500,"Medium","Materials","Strong Buy","Hold",0.5,"StrongSell",0,"Positive",0.725,"Hold",0.5
"2756","CROX","Crocs",2394244700,"Medium","Consumer Goods","Strong Buy","StrongBuy",1,"ModerateSell",0.2,"Positive",0.9375,"Hold",0.46
"2757","CMZOF","Corporacion Moctezuma SAB de CV",2389194900,"Medium","Materials",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2758","AYR","Aircastle",2387573600,"Medium","Financial","Moderate Sell","Hold",0.5,"StrongSell",0,"Neutral",0.4194,"ModerateSell",0.38
"2759","VTKLF","VTech Holdings",2387255000,"Medium","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2760","ALTR","Altair Engineering",2383732200,"Medium","Technology","Hold","Hold",0.5,NA,NA,"Negative",0.2246,"Hold",0.42
"2761","NTXVF","Nexteer Automotive Group",2382172500,"Medium","Materials",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2762","VRNS","Varonis Systems",2381105200,"Medium","Technology","Moderate Buy","StrongBuy",1,"Hold",0.5,"Positive",0.9256,"Hold",0.47
"2763","CLNY","Colony Capital",2380215100,"Medium","Financial","Moderate Buy","StrongBuy",1,"ModerateSell",0.22435,"Positive",0.6565,"Hold",0.5
"2764","EXLS","Exlservice Holdings",2380172000,"Medium","Technology","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"2765","QURE","uniQure",2379030900,"Medium","Healthcare","Strong Buy","Hold",0.5,"Hold",0.4,"Negative",0.0799,"Hold",0.52
"2766","GMOYF","GMO Internet",2378061000,"Medium","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2767","TBLMF","Tiger Brands",2376273900,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2768","SNOTF","Sinotrans",2375660000,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2769","ARNA","Arena Pharma",2374069700,"Medium","Healthcare","Moderate Buy","Hold",0.5,"StrongSell",0.1818,"Negative",0.1203,"Hold",0.42
"2770","OZMLF","OZ Minerals",2374003800,"Medium","Materials","Moderate Sell","Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2771","XHR","Xenia Hotels & Resorts",2372240500,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Positive",0.7294,"Hold",0.49
"2772","EYE","National Vision Holdings",2371455000,"Medium","Services","Strong Buy","Hold",0.5,"StrongSell",0,"Negative",0.3209,"Hold",0.46
"2773","FMBI","First Midwest Bancorp",2370974800,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.41
"2774","ARCE","Arco Platform",2370547000,"Medium","Technology",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"2775","LGYRF","Landis+Gyr Group AG",2366564400,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2776","APEMY","Aperam SA",2366332800,"Medium","Materials","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2777","SMNUF","PT Sarana Menara Nusantara Tbk",2361406900,"Medium","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2778","CBGPF","Close Brothers Group",2361378500,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2779","PINC","Premier",2361178100,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.6123,"Hold",0.48
"2780","TSSLF","Telesites SAB de CV",2359500000,"Medium","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2781","GEAHF","Great Eagle Holdings",2358885400,"Medium","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2782","HEP","Holly Energy Partners",2357638400,"Medium","Materials","Moderate Sell","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.58
"2783","WING","Wingstop",2356240000,"Medium","Services","Moderate Buy","Hold",0.5,"ModerateSell",0.2857,"Negative",0.0773,"Hold",0.45
"2784","WBT","Welbilt",2355276100,"Medium","Industrial Goods","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.3164,"Hold",0.54
"2785","DIOD","Diodes",2355077900,"Medium","Consumer Goods","Moderate Buy","StrongBuy",1,"Hold",0.5,"Neutral",0.4585,"Hold",0.54
"2786","CRON","Cronos Group",2354783400,"Medium","Financial","Moderate Buy","Hold",0.5,"StrongSell",0.1651,"Neutral",0.5,"StrongSell",0
"2787","NMRK","Newmark Group",2347969000,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.4888,"Hold",0.5
"2788","NSIT","Insight Enterprises",2347334900,"Medium","Technology","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.3885,"Hold",0.44
"2789","GBTC","Grayscale Bitcoin",2344190600,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.56
"2790","HI","Hillenbrand",2343326600,"Medium","Industrial Goods","Moderate Buy","Hold",0.5,"StrongSell",0.1818,"Positive",0.8111,"Hold",0.56
"2791","SFM","Sprouts Farmers",2339152200,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.7219,"Hold",0.43
"2792","CBWBF","Canadian Western Bank",2337630000,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2793","AKR","Acadia Realty",2337189100,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Negative",0.0367,"Hold",0.52
"2794","TSEM","Tower Semiconductor",2332989400,"Medium","Consumer Goods","Strong Buy","Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.46
"2795","EVTC","Evertec",2331840900,"Medium","Technology","Hold","Hold",0.5,"Hold",0.5,"Positive",0.7918,"Hold",0.42
"2796","GEL","Genesis Energy",2330226800,"Medium","Materials","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"ModerateBuy",0.6
"2797","BPOSY","bpost SA",2330011600,"Medium",NA,NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2798","GRPBF","Grupo LALA SAB de CV",2327374200,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2799","DNACF","DeNA Co",2325802000,"Medium","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2800","WSFS","Wsfs Financial",2325323900,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Positive",0.6887,"Hold",0.48
"2801","IVR","Invesco Mortgage",2319104500,"Medium","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.4422,"Hold",0.52
"2802","ENSG","The Ensign Group",2317120800,"Medium","Services","Strong Buy","Hold",0.5,NA,NA,"Positive",0.8837,"Hold",0.52
"2803","ENLC","EnLink Midstream",2316161800,"Medium","Materials","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.46
"2804","FIZZ","National Beverage",2314514600,"Medium","Consumer Goods","Moderate Sell","Hold",0.5,"Hold",0.4,"Neutral",0.499,"Hold",0.57
"2805","CVLT","CommVault Systems",2313890800,"Medium","Technology","Moderate Buy","StrongBuy",1,"ModerateSell",0.3626,"Negative",0.1639,"Hold",0.5
"2806","HNP","Huaneng Power International",2313771900,"Medium","Utilities",NA,"StrongBuy",1,"Hold",0.41665,"Neutral",0.5,"Hold",0.5
"2807","CMTOY","Cementos Argos SA",2312553400,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",NA
"2808","CEQP","Crestwood Equity",2307274700,"Medium","Utilities","Moderate Buy","Hold",0.5,"ModerateSell",0.2,"Neutral",0.5,"Hold",0.48
"2809","AM","Antero Midstream",2305663600,"Medium","Materials","Moderate Buy","StrongBuy",1,"Hold",0.4285,"Positive",0.7799,"Hold",0.52
"2810","ZNH","China Southern Airlines Company",2305463800,"Medium","Services","Moderate Buy","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"2811","SEAS","SeaWorld",2305009400,"Medium","Services","Hold","Hold",0.5,"StrongSell",0.14285,"Positive",0.9256,"Hold",0.45
"2812","SVMK","SVMK",2297946300,"Medium","Technology","Strong Buy","Hold",0.5,"Hold",0.5,"Negative",0.027,"Hold",0.54
"2813","RRETY","Robinsons Retail",2292216500,"Medium","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2814","RARE","Ultragenyx Pharmaceutical",2290620200,"Medium","Healthcare","Strong Buy","Hold",0.5,"ModerateSell",0.2857,"Neutral",0.5,"Hold",0.57
"2815","FBOHF","Forbo Holding AG",2290459600,"Medium","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2816","JELD","JELD-WEN",2288445200,"Medium","Industrial Goods","Moderate Buy","Hold",0.5,"StrongSell",0,"Neutral",0.4998,"Hold",0.5
"2817","ESE","Esco Technologies",2288146700,"Medium","Consumer Goods",NA,"Hold",0.5,"ModerateSell",0.3333,"Neutral",0.5,"Hold",0.48
"2818","OMAB","Grupo Aeroportuario Del Centro",2288061900,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2819","PSMT","Pricesmart",2282335400,"Medium","Services","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"2820","FBP","First Bancorp Puerto Rico",2282269500,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.6625,"Hold",0.41
"2821","NMIH","NMI Holdings",2282122200,"Medium","Financial","Strong Buy","Hold",0.5,NA,NA,"Negative",0.2631,"Hold",0.48
"2822","TXHPF","TechnoPro Holdings",2279724000,"Medium","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2823","YZCFF","Sinopec Oilfield Service",2278128000,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2824","NG","Novagold Resources New",2275363200,"Medium","Materials","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"2825","BAK","Braskem SA",2269238400,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"2826","GNGYF","Guangshen Railway Company",2266732800,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2827","GOLF","Acushnet Holdings",2260211600,"Medium","Consumer Goods","Hold","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.49
"2828","ARGO","Argo Group International Holdings",2257766900,"Medium","Financial","Moderate Buy","Hold",0.5,"ModerateSell",0.2,"Neutral",0.5559,"Hold",0.5
"2829","FRME","First Merchants",2255131000,"Medium","Financial","Moderate Buy","StrongBuy",1,"Hold",0.5,"Neutral",0.4568,"Hold",0.54
"2830","EBR.B","Centrais Elc Braz Pfb B Elbras",2250905800,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2831","ALPKF","Alpek SAB de CV",2250492500,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2832","KNSL","Kinsale Capital Group",2243719100,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.7875,"Hold",0.44
"2833","TR","Tootsie Roll Industries",2243707700,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,"Negative",0.3373,"Hold",0.48
"2834","VET","Vermilion Energy",2242382100,"Medium","Materials","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2835","AMANF","Amano",2241975000,"Medium","Technology",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2836","FN","Fabrinet",2238311500,"Medium","Consumer Goods","Strong Buy","Hold",0.5,NA,NA,"Positive",0.9637,"Hold",0.5
"2837","XNCR","Xencor",2234807400,"Medium","Healthcare","Strong Buy","Hold",0.5,NA,NA,"Negative",0.2867,"Hold",0.52
"2838","SAIL","SailPoint Technologies Holdings",2232951300,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.1554,"Hold",0.46
"2839","HTH","Hilltop Holdings",2232290800,"Medium","Financial","Moderate Buy","StrongBuy",1,"ModerateSell",0.3636,"Negative",0.2405,"Hold",0.5
"2840","CWST","Casella Waste",2231850500,"Medium","Materials","Moderate Buy","StrongBuy",1,"StrongSell",0.1818,"Negative",0.3387,"Hold",0.5
"2841","EQT","EQT",2231763400,"Medium","Materials","Strong Buy","Hold",0.5,NA,NA,"Negative",0.0391,"Hold",0.56
"2842","X","United States Steel",2230898600,"Medium","Materials","Moderate Sell","StrongSell",0,"ModerateSell",0.375,"Negative",0.0516,"ModerateBuy",0.72
"2843","IGUEF","Iguatemi Empresa de Shopping Centers SA",2227133900,"Medium","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2844","SANM","Sanmina-Sci",2225968400,"Medium","Consumer Goods","Moderate Buy","StrongBuy",1,"Hold",0.5,"Neutral",0.5624,"Hold",0.45
"2845","VETTF","Vector",2.22e+09,"Medium","Utilities",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2846","TKCBY","Tokai Carbon",2218916500,"Medium",NA,NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2847","AGI","Alamos Gold",2218047300,"Medium","Materials","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.46
"2848","IPAR","Inter Parfums",2217967800,"Medium","Consumer Goods","Hold","Hold",0.5,NA,NA,"Negative",0.1625,"Hold",0.5
"2849","PTNDF","PT Vale Indonesia Tbk",2215803800,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2850","PLXS","Plexus",2214686100,"Medium","Consumer Goods","Hold","Hold",0.5,NA,NA,"Neutral",0.4999,"Hold",0.5
"2851","FRO","Frontline",2211119600,"Medium","Services","Strong Buy","Hold",0.5,"StrongSell",0,"Neutral",0.5,"ModerateSell",0.38
"2852","HDUGF","Hunter Douglas",2209158600,"Medium","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2853","TRMK","Trustmark",2207973600,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.5156,"Hold",0.5
"2854","GOL","Gol Linhas",2207196900,"Medium","Services","Moderate Buy","Hold",0.5,"Hold",0.5,"Negative",0.2996,"Hold",0.5
"2855","AG","First Majestic Silver",2203561900,"Medium","Materials","Moderate Buy","Hold",0.5,"Hold",0.4,"Negative",0.3366,"Hold",0.52
"2856","RARX","Ra Pharmaceuticals",2203132600,"Medium","Healthcare","Hold","Hold",0.5,"StrongSell",0.1538,"Neutral",0.5975,"Hold",0.46
"2857","HTZ","Hertz Global Holdings",2202891000,"Medium","Financial","Moderate Buy","StrongBuy",1,"Hold",0.4,"Positive",0.9804,"Hold",0.45
"2858","MD","Mednax",2201863800,"Medium","Healthcare","Moderate Sell","Hold",0.5,"ModerateSell",0.2857,"Negative",0.3459,"Hold",0.5
"2859","WCC","Wesco International",2199326600,"Medium","Services","Hold","Hold",0.5,NA,NA,"Positive",0.9058,"Hold",0.5
"2860","GSX","GSX Techedu",2199049000,"Medium","Technology","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.46
"2861","KFY","Korn Ferry",2198729400,"Medium","Services","Hold","Hold",0.5,"ModerateSell",0.25,"Positive",0.9032,"Hold",0.5
"2862","BZUN","Baozun",2197308700,"Medium","Services","Moderate Buy","StrongSell",0,"ModerateSell",0.3333,"Negative",0.0956,"Hold",0.4
"2863","CAR","Avis Budget",2196305600,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Positive",0.8972,"Hold",0.48
"2864","EXXAF","Exxaro Resources",2195698700,"Medium","General",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2865","BIOS","Option Care Health",2195190400,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.0748,"Hold",0.44
"2866","SMBMF","Sembcorp Marine",2195004000,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2867","WHITF","Whitehaven Coal",2194526500,"Medium",NA,"Hold","Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2868","RLLWF","Reliance Worldwide",2191574000,"Medium","Materials","Moderate Buy","Hold",0.5,NA,NA,NA,NA,NA,NA
"2869","FRIVF","Fortune Real Estate Investment",2189420200,"Medium","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2870","TKCBF","Tokai Carbon Co",2184818200,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2871","SCL","Stepan Company",2180734500,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.49
"2872","PTLA","Portola Pharma",2180049400,"Medium","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.9548,"ModerateBuy",0.65
"2873","PTJSF","PT Jasa Marga (Persero) Tbk",2177361000,"Medium","Utilities",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2874","EPAY","Bottomline Technologies",2175877300,"Medium","Technology","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5321,"ModerateBuy",0.62
"2875","UBEOF","UBE Industries",2174015700,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2876","TPH","Tri Pointe",2169328000,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0,"Negative",0.07,"Hold",0.5
"2877","LIMAF","Linamar",2167991700,"Medium","Industrial Goods","Hold","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"2878","AQUA","Evoqua Water Technologies",2166736000,"Medium","Materials","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.3386,"Hold",0.5
"2879","PTTWF","Orange Polska SA",2165394000,"Medium","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2880","PQG","Pq Group Holdings",2164477600,"Medium","Consumer Goods","Moderate Sell","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2881","PGCMF","Puregold Price Club",2163172500,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2882","CLF","Cleveland-Cliffs",2157955200,"Medium","Materials","Strong Buy","Hold",0.5,"ModerateSell",0.2222,"Negative",0.2592,"ModerateSell",0.38
"2883","IBP","Installed Building Products",2152218900,"Medium","Industrial Goods","Hold","StrongBuy",1,"ModerateSell",0.3214,"Positive",0.7588,"Hold",0.46
"2884","SKXJF","Sankyo Co",2151493700,"Medium","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2885","VDAHF","Vinda International Holdings",2151162000,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2886","DLX","Deluxe",2150570200,"Medium","Services",NA,"Hold",0.5,NA,NA,"Negative",0.2486,"Hold",0.54
"2887","ALGGF","Alliance Global Group",2146900800,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2888","ABG","Asbury",2144532300,"Medium","Services","Hold","Hold",0.5,NA,NA,"Positive",0.6485,"Hold",0.53
"2889","SBH","Sally Beauty",2143888200,"Medium","Services","Moderate Sell","Hold",0.5,NA,NA,"Positive",0.7132,"Hold",0.5
"2890","WOR","Worthington Industries",2141889200,"Medium","Materials","Hold","Hold",0.5,"Hold",0.5,"Positive",0.6921,"Hold",0.5
"2891","CWEN","Clearway Energy",2140390700,"Medium","Utilities","Hold","Hold",0.5,"ModerateSell",0.3333,"Positive",0.7875,"ModerateSell",0.38
"2892","BZQIF","Bezeq The Israel Telecommunication",2137447200,"Medium","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2893","UFS","Domtar",2137432100,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.3158,"Hold",0.5
"2894","ACTRF","Ascott Residence",2135233800,"Medium","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2895","TTEC","TTEC Holdings",2135147900,"Medium","Services",NA,"Hold",0.5,"ModerateSell",0.3333,"Neutral",0.4913,"Hold",0.5
"2896","AMCX","AMC Networks",2135093900,"Medium","Services","Moderate Sell","Hold",0.5,"StrongSell",0.1818,"Negative",0.3793,"Hold",0.48
"2897","PARXF","Parex Resources",2134350600,"Medium","Materials","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2898","EHTH","Ehealth",2131039900,"Medium","Financial","Strong Buy","Hold",0.5,NA,NA,"Negative",0.0666,"ModerateBuy",0.72
"2899","TGASF","Towngas China Co",2124310600,"Medium","Utilities",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2900","NUS","Nu Skin",2124117300,"Medium","Consumer Goods","Hold","Hold",0.5,NA,NA,"Neutral",0.406,"Hold",0.46
"2901","HACBF","Hachijuni Bank",2123445700,"Medium","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2902","AIMC","Altra Industrial Motion",2122448800,"Medium","Industrial Goods","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.9073,"Hold",0.51
"2903","SCS","Steelcase",2122069400,"Medium","Industrial Goods","Hold","StrongBuy",1,"ModerateSell",0.2857,"Neutral",0.5182,"Hold",0.5
"2904","CALM","Cal-Maine Foods",2119619300,"Medium","Consumer Goods","Hold","Hold",0.5,NA,NA,"Positive",0.6611,"Hold",0.48
"2905","TOTTF","Toyo Tire",2119519700,"Medium","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2906","ALRM","Alarm",2118710600,"Medium","Technology","Moderate Buy","Hold",0.5,"ModerateSell",0.3333,"Positive",0.9759,"Hold",0.58
